url,title,links
https://example.com,Example Domain,https://iana.org/domains/example
https://iana.org/domains/example,Example Domains,https://pti.icann.org;https://www.icann.org/;https://www.icann.org/privacy/policy;https://www.icann.org/privacy/tos
